Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
CO2 emissions (kt),9213447.532,9174599.225,9475006.614,10002664.72,10533974.49,11100889.81,11671138.55,12084923.72,12741086.08,13606233.24,14868220.29,15492671.32,16238823.39,17116849.95,17098937.48,17175195.21,18089266.73,18675683.25,19394075.03,19918489.08,19856785.5,19353115.05,19291681.29,19504737.99,20090639.76,20862411.95,21154325.03,21773897.27,22673248.6,23072852.37,22421693.58,22706192.92,21543190.62,21779484.8,21853093.14,22270728.56,22899608.22,22986911.7,22845753.27,23218433.47,23918172.19,24101535.28,24634020.26,25893535.03,27106644.13,28043870.88,29021469.96,29513157.39,30680656.02,29915812.4,31927784.12,33090763.41,33683606.85,33848272.8,34103192.88,34040671.31,33819401.16
